G1	G2	G3	G4	Name
E	22	223	2232	冷間圧延業（鋼管，伸鉄を除く）
E	22	223	2233	冷間ロール成型形鋼製造業
E	22	223	2234	鋼管製造業
E	22	223	2235	伸鉄業
E	22	223	2236	磨棒鋼製造業
E	22	223	2237	引抜鋼管製造業
E	22	223	2238	伸線業
E	22	223	2239	その他の製鋼を行わない鋼材製造業（表面処理鋼材を除く)
E	22	224	0	表面処理鋼材製造業
E	22	224	2241	亜鉛鉄板製造業
E	22	224	2249	その他の表面処理鋼材製造業
E	22	225	0	鉄素形材製造業
E	22	225	2251	銑鉄鋳物製造業（鋳鉄管，可鍛鋳鉄を除く）
E	22	225	2252	可鍛鋳鉄製造業
E	22	225	2253	鋳鋼製造業
E	22	225	2254	鍛工品製造業
E	22	225	2255	鍛鋼製造業
E	22	229	0	その他の鉄鋼業
E	22	229	2291	鉄鋼シャースリット業
E	22	229	2292	鉄スクラップ加工処理業
E	22	229	2293	鋳鉄管製造業
E	22	229	2299	他に分類されない鉄鋼業
E	23	0	0	非鉄金属製造業
E	23	230	0	管理，補助的経済活動を行う事業所（23非鉄金属製造業）
E	23	230	2300	主として管理事務を行う本社等
E	23	230	2309	その他の管理，補助的経済活動を行う事業所
E	23	231	0	非鉄金属第1次製錬・精製業
E	23	231	2311	銅第1次製錬・精製業
E	23	231	2312	亜鉛第1次製錬・精製業
E	23	231	2319	その他の非鉄金属第1次製錬・精製業
E	23	232	0	非鉄金属第2次製錬・精製業（非鉄金属合金製造業を含む）
E	23	232	2321	鉛第2次製錬・精製業（鉛合金製造業を含む)
E	23	232	2322	アルミニウム第2次製錬・精製業（アルミニウム合金製造業を含む）
E	23	232	2329	その他の非鉄金属第2次製錬・精製業（非鉄金属合金製造業を含む）
E	23	233	0	非鉄金属・同合金圧延業（抽伸，押出しを含む）
E	23	233	2331	伸銅品製造業
E	23	233	2332	アルミニウム・同合金圧延業（抽伸，押出しを含む）
E	23	233	2339	その他の非鉄金属・同合金圧延業（抽伸，押出しを含む）
E	23	234	0	電線・ケーブル製造業
E	23	234	2341	電線・ケーブル製造業（光ファイバケーブルを除く）
E	23	234	2342	光ファイバケーブル製造業（通信複合ケーブルを含む）
E	23	235	0	非鉄金属素形材製造業
E	23	235	2351	銅・同合金鋳物製造業（ダイカストを除く）
E	23	235	2352	非鉄金属鋳物製造業（銅・同合金鋳物及びダイカストを除く）
E	23	235	2353	アルミニウム・同合金ダイカスト製造業
E	23	235	2354	非鉄金属ダイカスト製造業（アルミニウム・同合金ダイカストを除く）
E	23	235	2355	非鉄金属鍛造品製造業
E	23	239	0	その他の非鉄金属製造業
E	23	239	2391	核燃料製造業
E	23	239	2399	他に分類されない非鉄金属製造業
E	24	0	0	金属製品製造業
E	24	240	0	管理，補助的経済活動を行う事業所（24金属製品製造業）
E	24	240	2400	主として管理事務を行う本社等
E	24	240	2409	その他の管理，補助的経済活動を行う事業所
E	24	241	0	ブリキ缶・その他のめっき板等製品製造業
E	24	241	2411	ブリキ缶・その他のめっき板等製品製造業
E	24	242	0	洋食器・刃物・手道具・金物類製造業
E	24	242	2421	洋食器製造業
E	24	242	2422	機械刃物製造業
E	24	242	2423	利器工匠具・手道具製造業（やすり，のこぎり，食卓用刃物を除く）
E	24	242	2424	作業工具製造業
E	24	242	2425	手引のこぎり・のこ刃製造業
E	24	242	2426	農業用器具製造業（農業用機械を除く）
E	24	242	2429	その他の金物類製造業
E	24	243	0	暖房・調理等装置,配管工事用附属品製造業
E	24	243	2431	配管工事用附属品製造業（バルブ，コックを除く）
E	24	243	2432	ガス機器・石油機器製造業
E	24	243	2433	温風・温水暖房装置製造業
E	24	243	2439	その他の暖房・調理装置製造業（電気機械器具，ガス機器，石油機器を除く）
E	24	244	0	建設用・建築用金属製品製造業（製缶板金業を含む)
E	24	244	2441	鉄骨製造業
E	24	244	2442	建設用金属製品製造業（鉄骨を除く）
E	24	244	2443	金属製サッシ・ドア製造業
E	24	244	2444	鉄骨系プレハブ住宅製造業
E	24	244	2445	建築用金属製品製造業（サッシ，ドア，建築用金物を除く）
E	24	244	2446	製缶板金業
E	24	245	0	金属素形材製品製造業
E	24	245	2451	アルミニウム・同合金プレス製品製造業
E	24	245	2452	金属プレス製品製造業（アルミニウム・同合金を除く）
E	24	245	2453	粉末や金製品製造業
E	24	246	0	金属被覆・彫刻業，熱処理業（ほうろう鉄器を除く）
E	24	246	2461	金属製品塗装業
E	24	246	2462	溶融めっき業（表面処理鋼材製造業を除く）
E	24	246	2463	金属彫刻業
E	24	246	2464	電気めっき業（表面処理鋼材製造業を除く）
E	24	246	2465	金属熱処理業
E	24	246	2469	その他の金属表面処理業
E	24	247	0	金属線製品製造業（ねじ類を除く)
E	24	247	2471	くぎ製造業
E	24	247	2479	その他の金属線製品製造業
E	24	248	0	ボルト・ナット・リベット・小ねじ・木ねじ等製造業
E	24	248	2481	ボルト・ナット・リベット・小ねじ・木ねじ等製造業
E	24	249	0	その他の金属製品製造業
E	24	249	2491	金庫製造業
E	24	249	2492	金属製スプリング製造業
E	24	249	2499	他に分類されない金属製品製造業
E	25	0	0	はん用機械器具製造業
E	25	250	0	管理，補助的経済活動を行う事業所（25はん用機械器具製造業）
E	25	250	2500	主として管理事務を行う本社等
E	25	250	2509	その他の管理，補助的経済活動を行う事業所
E	25	251	0	ボイラ・原動機製造業
E	25	251	2511	ボイラ製造業
E	25	251	2512	蒸気機関・タービン・水力タービン製造業（舶用を除く）
E	25	251	2513	はん用内燃機関製造業
E	25	251	2519	その他の原動機製造業
E	25	252	0	ポンプ・圧縮機器製造業
E	25	252	2521	ポンプ・同装置製造業
E	25	252	2522	空気圧縮機・ガス圧縮機・送風機製造業
E	25	252	2523	油圧・空圧機器製造業
E	25	253	0	一般産業用機械・装置製造業
E	25	253	2531	動力伝導装置製造業（玉軸受，ころ軸受を除く）
E	25	253	2532	エレベータ・エスカレータ製造業
E	25	253	2533	物流運搬設備製造業
E	25	253	2534	工業窯炉製造業
E	25	253	2535	冷凍機・温湿調整装置製造業
E	25	259	0	その他のはん用機械・同部分品製造業
E	25	259	2591	消火器具・消火装置製造業
E	25	259	2592	弁・同附属品製造業
E	25	259	2593	パイプ加工・パイプ附属品加工業
E	25	259	2594	玉軸受・ころ軸受製造業
E	25	259	2595	ピストンリング製造業
E	25	259	2596	他に分類されないはん用機械・装置製造業
E	25	259	2599	各種機械・同部分品製造修理業（注文製造・修理）
E	26	0	0	生産用機械器具製造業
E	26	260	0	管理，補助的経済活動を行う事業所（26生産用機械器具製造業）
E	26	260	2600	主として管理事務を行う本社等
E	26	260	2609	その他の管理，補助的経済活動を行う事業所
E	26	261	0	農業用機械製造業（農業用器具を除く）
E	26	261	2611	農業用機械製造業（農業用器具を除く）
E	26	262	0	建設機械・鉱山機械製造業
E	26	262	2621	建設機械・鉱山機械製造業
E	26	263	0	繊維機械製造業
E	26	263	2631	化学繊維機械・紡績機械製造業
E	26	263	2632	製織機械・編組機械製造業
E	26	263	2633	染色整理仕上機械製造業
E	26	263	2634	繊維機械部分品・取付具・附属品製造業
E	26	263	2635	縫製機械製造業
E	26	264	0	生活関連産業用機械製造業
E	26	264	2641	食品機械・同装置製造業
E	26	264	2642	木材加工機械製造業
E	26	264	2643	パルプ装置・製紙機械製造業
E	26	264	2644	印刷・製本・紙工機械製造業
E	26	264	2645	包装・荷造機械製造業
E	26	265	0	基礎素材産業用機械製造業
E	26	265	2651	鋳造装置製造業
E	26	265	2652	化学機械・同装置製造業
E	26	265	2653	プラスチック加工機械・同附属装置製造業
E	26	266	0	金属加工機械製造業
E	26	266	2661	金属工作機械製造業
E	26	266	2662	金属加工機械製造業（金属工作機械を除く）
E	26	266	2663	金属工作機械用・金属加工機械用部分品・附属品製造業（機械工具，金型を除く）
E	26	266	2664	機械工具製造業（粉末や金業を除く）
E	26	267	0	半導体・フラットパネルディスプレイ製造装置製造業
E	26	267	2671	半導体製造装置製造業
E	26	267	2672	フラットパネルディスプレイ製造装置製造業
E	26	269	0	その他の生産用機械・同部分品製造業
E	26	269	2691	金属用金型・同部分品・附属品製造業
E	26	269	2692	非金属用金型・同部分品・附属品製造業
E	26	269	2693	真空装置・真空機器製造業
E	26	269	2694	ロボット製造業
E	26	269	2699	他に分類されない生産用機械・同部分品製造業
E	27	0	0	業務用機械器具製造業
E	27	270	0	管理，補助的経済活動を行う事業所（27業務用機械器具製造業）
E	27	270	2700	主として管理事務を行う本社等
E	27	270	2709	その他の管理，補助的経済活動を行う事業所
E	27	271	0	事務用機械器具製造業
E	27	271	2711	複写機製造業
E	27	271	2719	その他の事務用機械器具製造業
E	27	272	0	サービス用・娯楽用機械器具製造業
E	27	272	2721	サービス用機械器具製造業
E	27	272	2722	娯楽用機械製造業
E	27	272	2723	自動販売機製造業
E	27	272	2729	その他のサービス用・娯楽用機械器具製造業
E	27	273	0	計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業
E	27	273	2731	体積計製造業
E	27	273	2732	はかり製造業
E	27	273	2733	圧力計・流量計・液面計等製造業
E	27	273	2734	精密測定器製造業
E	27	273	2735	分析機器製造業
E	27	273	2736	試験機製造業
E	27	273	2737	測量機械器具製造業
E	27	273	2738	理化学機械器具製造業
E	27	273	2739	その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業
E	27	274	0	医療用機械器具・医療用品製造業
E	27	274	2741	医療用機械器具製造業
E	27	274	2742	歯科用機械器具製造業
E	27	274	2743	医療用品製造業（動物用医療機械器具を含む）
E	27	274	2744	歯科材料製造業
E	27	275	0	光学機械器具・レンズ製造業
E	27	275	2751	顕微鏡・望遠鏡等製造業
E	27	275	2752	写真機・映画用機械・同附属品製造業
E	27	275	2753	光学機械用レンズ・プリズム製造業
E	27	276	0	武器製造業
E	27	276	2761	武器製造業
E	28	0	0	電子部品・デバイス・電子回路製造業
E	28	280	0	管理，補助的経済活動を行う事業所（28電子部品・デバイス・電子回路製造業）
E	28	280	2800	主として管理事務を行う本社等
E	28	280	2809	その他の管理，補助的経済活動を行う事業所
E	28	281	0	電子デバイス製造業
E	28	281	2811	電子管製造業
E	28	281	2812	光電変換素子製造業
E	28	281	2813	半導体素子製造業（光電変換素子を除く）
E	28	281	2814	集積回路製造業
E	28	281	2815	液晶パネル・フラットパネル製造業
E	28	282	0	電子部品製造業
E	28	282	2821	抵抗器・コンデンサ・変成器・複合部品製造業
E	28	282	2822	音響部品・磁気ヘッド・小形モータ製造業
E	28	282	2823	コネクタ・スイッチ・リレー製造業
E	28	283	0	記録メディア製造業
E	28	283	2831	半導体メモリメディア製造業
E	28	283	2832	光ディスク・磁気ディスク・磁気テープ製造業
E	28	284	0	電子回路製造業
E	28	284	2841	電子回路基板製造業
E	28	284	2842	電子回路実装基板製造業
E	28	285	0	ユニット部品製造業
E	28	285	2851	電源ユニット・高周波ユニット・コントロールユニット製造業
E	28	285	2859	その他のユニット部品製造業
E	28	289	0	その他の電子部品・デバイス・電子回路製造業
E	28	289	2899	その他の電子部品・デバイス・電子回路製造業
E	29	0	0	電気機械器具製造業
E	29	290	0	管理，補助的経済活動を行う事業所（29電気機械器具製造業）
E	29	290	2900	主として管理事務を行う本社等
E	29	290	2909	その他の管理，補助的経済活動を行う事業所
E	29	291	0	発電用・送電用・配電用電気機械器具製造業
E	29	291	2911	発電機・電動機・その他の回転電気機械製造業
E	29	291	2912	変圧器類製造業（電子機器用を除く)
E	29	291	2913	電力開閉装置製造業
E	29	291	2914	配電盤・電力制御装置製造業
E	29	291	2915	配線器具・配線附属品製造業
E	29	292	0	産業用電気機械器具製造業
E	29	292	2921	電気溶接機製造業
E	29	292	2922	内燃機関電装品製造業
E	29	292	2929	その他の産業用電気機械器具製造業（車両用，船舶用を含む）
E	29	293	0	民生用電気機械器具製造業
E	29	293	2931	ちゅう房機器製造業
E	29	293	2932	空調・住宅関連機器製造業
E	29	293	2933	衣料衛生関連機器製造業
E	29	293	2939	その他の民生用電気機械器具製造業
E	29	294	0	電球・電気照明器具製造業
E	29	294	2941	電球製造業
E	29	294	2942	電気照明器具製造業
E	29	295	0	電池製造業
E	29	295	2951	蓄電池製造業
E	29	295	2952	一次電池（乾電池，湿電池）製造業
E	29	296	0	電子応用装置製造業
E	29	296	2961	X線装置製造業
E	29	296	2962	医療用電子応用装置製造業
E	29	296	2969	その他の電子応用装置製造業
E	29	297	0	電気計測器製造業
E	29	297	2971	電気計測器製造業（別掲を除く）
E	29	297	2972	工業計器製造業
E	29	297	2973	医療用計測器製造業
E	29	299	0	その他の電気機械器具製造業
E	29	299	2999	その他の電気機械器具製造業
E	30	0	0	情報通信機械器具製造業
E	30	300	0	管理，補助的経済活動を行う事業所（30情報通信機械器具製造業）
E	30	300	3000	主として管理事務を行う本社等
E	30	300	3009	その他の管理，補助的経済活動を行う事業所
E	30	301	0	通信機械器具・同関連機械器具製造業
E	30	301	3011	有線通信機械器具製造業
E	30	301	3012	携帯電話機・PHS電話機製造業
E	30	301	3013	無線通信機械器具製造業
E	30	301	3014	ラジオ受信機・テレビジョン受信機製造業
E	30	301	3015	交通信号保安装置製造業
E	30	301	3019	その他の通信機械器具・同関連機械器具製造業
E	30	302	0	映像・音響機械器具製造業
E	30	302	3021	ビデオ機器製造業
E	30	302	3022	デジタルカメラ製造業
E	30	302	3023	電気音響機械器具製造業
E	30	303	0	電子計算機・同附属装置製造業
E	30	303	3031	電子計算機製造業（パーソナルコンピュータを除く）
E	30	303	3032	パーソナルコンピュータ製造業
E	30	303	3033	外部記憶装置製造業
E	30	303	3034	印刷装置製造業
E	30	303	3035	表示装置製造業
E	30	303	3039	その他の附属装置製造業
E	31	0	0	輸送用機械器具製造業
E	31	310	0	管理，補助的経済活動を行う事業所（31輸送用機械器具製造業）
E	31	310	3100	主として管理事務を行う本社等
E	31	310	3109	その他の管理，補助的経済活動を行う事業所
E	31	311	0	自動車・同附属品製造業
E	31	311	3111	自動車製造業（二輪自動車を含む）
E	31	311	3112	自動車車体・附随車製造業
E	31	311	3113	自動車部分品・附属品製造業
E	31	312	0	鉄道車両・同部分品製造業
E	31	312	3121	鉄道車両製造業
E	31	312	3122	鉄道車両用部分品製造業
E	31	313	0	船舶製造・修理業，舶用機関製造業
E	31	313	3131	船舶製造・修理業
E	31	313	3132	船体ブロック製造業
E	31	313	3133	舟艇製造・修理業
E	31	313	3134	舶用機関製造業
E	31	314	0	航空機・同附属品製造業
E	31	314	3141	航空機製造業
E	31	314	3142	航空機用原動機製造業
E	31	314	3149	その他の航空機部分品・補助装置製造業
E	31	315	0	産業用運搬車両・同部分品・附属品製造業
E	31	315	3151	フォークリフトトラック・同部分品・附属品製造業
E	31	315	3159	その他の産業用運搬車両・同部分品・附属品製造業
E	31	319	0	その他の輸送用機械器具製造業
E	31	319	3191	自転車・同部分品製造業
E	31	319	3199	他に分類されない輸送用機械器具製造業
E	32	0	0	その他の製造業
E	32	320	0	管理，補助的経済活動を行う事業所（32その他の製造業）
E	32	320	3200	主として管理事務を行う本社等
E	32	320	3209	その他の管理，補助的経済活動を行う事業所
E	32	321	0	貴金属・宝石製品製造業
E	32	321	3211	貴金属・宝石製装身具（ジュエリー）製品製造業
E	32	321	3212	貴金属・宝石製装身具（ジュエリー）附属品・同材料加工業
E	32	321	3219	その他の貴金属製品製造業
E	32	322	0	装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）
E	32	322	3221	装身具・装飾品製造業（貴金属・宝石製を除く）
E	32	322	3222	造花・装飾用羽毛製造業
E	32	322	3223	ボタン製造業
E	32	322	3224	針・ピン・ホック・スナップ・同関連品製造業
E	32	322	3229	その他の装身具・装飾品製造業
E	32	323	0	時計・同部分品製造業
E	32	323	3231	時計・同部分品製造業
E	32	324	0	楽器製造業
E	32	324	3241	ピアノ製造業
E	32	324	3249	その他の楽器・楽器部品・同材料製造業
E	32	325	0	がん具・運動用具製造業
E	32	325	3251	娯楽用具・がん具製造業（人形を除く）
E	32	325	3252	人形製造業
E	32	325	3253	運動用具製造業
E	32	326	0	ペン・鉛筆・絵画用品・その他の事務用品製造業
E	32	326	3261	万年筆・ペン類・鉛筆製造業
E	32	326	3262	毛筆・絵画用品製造業（鉛筆を除く）
E	32	326	3269	その他の事務用品製造業
E	32	327	0	漆器製造業
E	32	327	3271	漆器製造業
E	32	328	0	畳等生活雑貨製品製造業
E	32	328	3281	麦わら・パナマ類帽子・わら工品製造業
E	32	328	3282	畳製造業
E	32	328	3283	うちわ・扇子・ちょうちん製造業
E	32	328	3284	ほうき・ブラシ製造業
E	32	328	3285	喫煙用具製造業（貴金属・宝石製を除く）
E	32	328	3289	その他の生活雑貨製品製造業
E	32	329	0	他に分類されない製造業
E	32	329	3291	煙火製造業
E	32	329	3292	看板・標識機製造業
E	32	329	3293	パレット製造業
E	32	329	3294	モデル・模型製造業
E	32	329	3295	工業用模型製造業
E	32	329	3296	情報記録物製造業（新聞，書籍等の印刷物を除く）
E	32	329	3297	眼鏡製造業（枠を含む）
E	32	329	3299	他に分類されないその他の製造業
F	0	0	0	電気・ガス・熱供給・水道業
F	33	0	0	電気業
F	33	330	0	管理，補助的経済活動を行う事業所（33電気業）
F	33	330	3300	主として管理事務を行う本社等
F	33	330	3309	その他の管理，補助的経済活動を行う事業所
F	33	331	0	電気業
F	33	331	3311	発電所
F	33	331	3312	変電所
F	34	0	0	ガス業
F	34	340	0	管理，補助的経済活動を行う事業所（34ガス業）
F	34	340	3400	主として管理事務を行う本社等
F	34	340	3409	その他の管理，補助的経済活動を行う事業所
F	34	341	0	ガス業
F	34	341	3411	ガス製造工場
F	34	341	3412	ガス供給所
F	35	0	0	熱供給業
F	35	350	0	管理，補助的経済活動を行う事業所（35熱供給業）
F	35	350	3500	主として管理事務を行う本社等
F	35	350	3509	その他の管理，補助的経済活動を行う事業所
F	35	351	0	熱供給業
F	35	351	3511	熱供給業
F	36	0	0	水道業
F	36	360	0	管理，補助的経済活動を行う事業所（36水道業）
F	36	360	3600	主として管理事務を行う本社等
F	36	360	3609	その他の管理，補助的経済活動を行う事業所
F	36	361	0	上水道業
F	36	361	3611	上水道業
F	36	362	0	工業用水道業
F	36	362	3621	工業用水道業
F	36	363	0	下水道業
F	36	363	3631	下水道処理施設維持管理業
F	36	363	3632	下水道管路施設維持管理業
G	0	0	0	情報通信業
G	37	0	0	通信業
G	37	370	0	管理，補助的経済活動を行う事業所（37通信業）
G	37	370	3700	主として管理事務を行う本社等
G	37	370	3709	その他の管理，補助的経済活動を行う事業所
G	37	371	0	固定電気通信業
G	37	371	3711	地域電気通信業（有線放送電話業を除く）
G	37	371	3712	長距離電気通信業
G	37	371	3713	有線放送電話業
G	37	371	3719	その他の固定電気通信業
G	37	372	0	移動電気通信業
G	37	372	3721	移動電気通信業
G	37	373	0	電気通信に附帯するサービス業
G	37	373	3731	電気通信に附帯するサービス業
G	38	0	0	放送業
G	38	380	0	管理，補助的経済活動を行う事業所（38放送業）
G	38	380	3800	主として管理事務を行う本社等
G	38	380	3809	その他の管理，補助的経済活動を行う事業所
G	38	381	0	公共放送業（有線放送業を除く）
G	38	381	3811	公共放送業（有線放送業を除く）
G	38	382	0	民間放送業（有線放送業を除く）
G	38	382	3821	テレビジョン放送業（衛星放送業を除く）
G	38	382	3822	ラジオ放送業（衛星放送業を除く）
G	38	382	3823	衛星放送業
G	38	382	3829	その他の民間放送業
G	38	383	0	有線放送業
G	38	383	3831	有線テレビジョン放送業
G	38	383	3832	有線ラジオ放送業
G	39	0	0	情報サービス業
G	39	390	0	管理，補助的経済活動を行う事業所（39情報サービス業）
G	39	390	3900	主として管理事務を行う本社等
G	39	390	3909	その他の管理，補助的経済活動を行う事業所
G	39	391	0	ソフトウェア業
G	39	391	3911	受託開発ソフトウェア業
G	39	391	3912	組込みソフトウェア業
G	39	391	3913	パッケージソフトウェア業
G	39	391	3914	ゲームソフトウェア業
G	39	392	0	情報処理・提供サービス業
G	39	392	3921	情報処理サービス業
G	39	392	3922	情報提供サービス業
G	39	392	3923	市場調査・世論調査・社会調査業
G	39	392	3929	その他の情報処理・提供サービス業
G	40	0	0	インターネット附随サービス業
G	40	400	0	管理，補助的経済活動を行う事業所（40インターネット附随サービス業）
G	40	400	4000	主として管理事務を行う本社等
G	40	400	4009	その他の管理，補助的経済活動を行う事業所
G	40	401	0	インターネット附随サービス業
G	40	401	4011	ポータルサイト・サーバ運営業
G	40	401	4012	アプリケーション・サービス・コンテンツ・プロバイダ
G	40	401	4013	インターネット利用サポート業
G	41	0	0	映像・音声・文字情報制作業
G	41	410	0	管理，補助的経済活動を行う事業所（41映像・音声・文字情報制作業）
G	41	410	4100	主として管理事務を行う本社等
G	41	410	4109	その他の管理，補助的経済活動を行う事業所
G	41	411	0	映像情報制作・配給業
G	41	411	4111	映画・ビデオ制作業（テレビジョン番組制作業，アニメーション制作業を除く）
